SITE_ID,DEPTHMAX,2007 catchment data.PCT_BARREN_BSN,2007 catchment data.PCT_DEVELOPED_BSN,2007 catchment data.PCT_FOREST_BSN,2007 catchment data.PCT_SHRUBLAND_BSN,2007 catchment data.PCT_GRASS_BSN,catchment_Forestall,2007 catchment data.PCT_AGRIC_BSN,2007 catchment data.PCT_WETLAND_BSN,2007 buffer data.PCT_DEVELOPED_BUFR,2007 buffer data.PCT_BARREN_BUFR,2007 buffer data.PCT_FOREST_BUFR,2007 buffer data.PCT_SHRUBLAND_BUFR,2007 buffer data.PCT_GRASS_BUFR,buffer_forest_all,2007 buffer data.PCT_AGRIC_BUFR,2007 buffer data.PCT_WETLAND_BUFR,NUT_REG,Residence time,Catchment Area (km2),Lake Area (Km2),Relative Catchment Size,LON_DD,LAT_DD,ELEV_PT,Table1.CL_PPM
NLA06608-1115,4.9,0,76,7.3,0,5.5,12.8,0,0.7,18.7,0,29.9,0.5,6.3,36.7,0,1.3,VI,0.4,4.724734036,0.37637865,12.5531404,-87.52959736,41.63897307,177.59,79.405
NLA06608-1119,6.4,0,0.6,78,5.6,7.1,90.7,0,4.5,1.9,0.6,8.8,3.3,2.2,14.3,0,5.7,II,0.18,30.08087216,0.499033387,60.27827585,-109.6229151,40.75775549,2827.96,0.382
NLA06608-1120,8.7,0.5,3,87.5,1.4,1,89.9,5.3,0.6,3.8,1.4,33.7,0,0.1,33.8,0.2,7.3,XI,0.11,2336.547827,6.589323227,354.5960255,-90.79086629,37.14689417,151.74,2.398
NLA06608-1122,2.6,0,13.7,62.1,0.7,0,62.8,8.6,10.7,11.6,0,71.5,1.9,0,73.4,4.5,0,XIV,0.13,11.9754458,0.043500638,275.293567,-71.89175564,42.25855906,259.6,25.198
NLA06608-1124,2.7,0,0,0.8,3.1,23.6,27.5,0,4.4,0,0,0.1,3.7,22.4,26.2,0,4.8,IV,1.46,2.173676832,1.223773218,1.77620886,-104.6397618,36.60379676,1873,5.612
NLA06608-1125,7.5,0.3,6.5,41.6,2,0.8,44.4,33.2,8.1,0.7,0,45.5,1.6,0,47.1,3.4,3.7,VIII,0.43,11.50018456,0.688083055,16.71336691,-73.45450471,41.93751914,212.17,10.813
NLA06608-1129,19.2,0.1,0.3,98.4,0.3,0.7,99.4,0,0,1.1,3.8,82.1,7.2,1.7,91,0,0,II,0.69,184.2098932,1.184056521,155.5752533,-111.2044517,34.53807855,2048,0.88
NLA06608-1130,9.4,0.2,7,16.5,0.2,1.2,17.9,62.5,11.1,12,0.1,7.1,0.1,0.9,8.1,7.4,30.8,VII,0.02,1043.763883,1.775011901,588.0320478,-85.20168529,42.61644253,241.34,24.561
NLA06608-1131,25.9,0,25.3,3.7,0,1.4,5.1,30.4,26.4,15,0,1,0,0.3,1.3,4.1,15.8,VII,2.26,26.06754629,2.407806756,10.82626179,-85.0498935,41.67158213,300.35,52.047
NLA06608-1134,5.5,0,1,73.2,1.8,1,76,1.8,6.2,0.2,0,17.2,0.2,1.4,18.8,0.5,8.9,VIII,2.86,93.44886115,7.42958126,12.57794455,-95.6552124,46.97285023,448.36,0.578
NLA06608-1141,7.7,0.7,32.5,0,28.4,10.3,38.7,0,2.7,30.2,1.2,0,14.1,4.4,18.5,0,4.8,III,3.5,3.18938664,0.921620131,3.460630397,-118.1208238,34.55063761,858.99,70.153
NLA06608-1143,1.8,0,4,77.6,0.4,2.5,80.5,9.5,4,0,0,57.1,0,0,57.1,0,29.1,VIII,0.01,3.829655314,0.050872773,75.27907539,-92.16793858,45.72351557,300.59,1.721
NLA06608-1145,4.5,1.2,0.1,21.2,0,0,21.2,67,2.3,0,0,5,0,0,5,41.1,9,IX,0.54,7.562082983,0.631960456,11.96606989,-75.86456997,40.1114616,186.74,15.317
NLA06608-1147,9.8,0,18,0,0,0,0,10.9,1.5,24.3,0,0.2,0,0,0.2,15.8,1.4,V,6.23,0.986480235,0.578471409,1.705322371,-104.9010317,40.48406381,1460.01,18.343
NLA06608-1148,1.4,0,0,0,0,87.3,87.3,0,9.4,0,0,0,0,10.8,10.8,0,2.7,IV,0.66,119.8596538,2.019526692,59.35036872,-101.8384538,42.14994307,1140.27,31.43
NLA06608-1150,5.2,0,0,73.5,4.9,0,78.4,0,1.1,0,0,58,0,0,58,0,0.9,VIII,0.92,2.203066385,0.44463942,4.954725753,-92.1073,48.1652,377.78,0.239
NLA06608-1151,3.7,0.2,0.3,76.6,0,21.2,97.8,0,1,0,0.4,53.8,0,11.1,64.9,0,5.3,II,0.16,87.58681644,0.568456927,154.0781936,-109.4367421,34.03321325,2505.8,1.224
NLA06608-1153,49.3,6.6,0.5,65.8,17.6,2,85.4,0,0,2,0,15.3,0,0,15.3,0,0.1,II,1.4,447.5567935,27.92637856,16.02630977,-113.9310021,48.57775125,961,0.05
NLA06608-1155,3.2,0,3.2,0,0,17.1,17.1,3.6,1.4,4.5,0,0,0,9.3,9.3,0,1.9,V,1.45,0.444151628,0.129152203,3.438978335,-99.63068806,47.07428203,534.11,52.823
NLA06608-1162,15,0,6,28.5,0.2,3.8,32.5,2.5,50.4,8,0,10.1,0.2,0.2,10.5,0,33.9,VIII,1.93,14.00333856,1.055832754,13.2628378,-83.92048752,44.43080897,273.24,5.46
NLA06608-1163,11.4,0,7.4,10.6,0.2,9.2,20,61,1.3,5.3,0,18.5,2.2,13.1,33.8,30.4,2.7,VII,2.22,1.741474157,0.16745379,10.39972972,-86.33837152,40.91152674,241.97,13.514
NLA06608-1164,8.8,0,4,63,0,23,86,4.7,0,2,0,62.1,0,4.8,66.9,0,0,IX,0.3,32.74993152,1.477387512,22.16746199,-96.55493352,35.20544322,262.71,22.701
NLA06608-1166,17.7,0,9.9,72.6,0.1,0.3,73,0,9.8,22.2,0,20.9,0,0,20.9,0,10.6,VIII,8.04,4.936849886,0.358804714,13.75915559,-89.61298609,46.00218518,502.08,0.465
NLA06608-1167,15.5,0.1,19.2,19.7,0.1,0.6,20.4,16.3,6.4,22.5,0,11.5,0,0,11.5,3.7,7.5,VII,2.12,5.923598128,2.328622654,2.543820536,-84.32304093,42.12121846,294.94,23.346
NLA06608-1170,39,0.1,0.4,48.6,49.9,0.5,99,0,0,1.3,0,4.2,67.1,0,71.3,0,0,II,2.23,318.6738627,1.438261351,221.5688147,-111.3838226,41.18833129,1830,11.332
NLA06608-1172,7.7,0,3.9,65.1,0,2.7,67.8,17.9,0,3.7,0,73.1,0,5.3,78.4,0.3,0,IX,0.35,0.586271121,0.06315549,9.282979532,-86.21179967,39.27750349,249.35,5.195
NLA06608-1174,26,0.2,1.4,84.4,5.8,0.7,90.9,0.1,3.9,11,0,36.3,1.5,0,37.8,0,6.3,VIII,1.04,166.5280659,2.727759227,61.04940064,-70.66748588,45.33667139,385.45,2.257
NLA06608-1175,3,0,4.5,7.1,0.5,0.7,8.3,66.9,3.3,3.2,0,6.9,0.5,0.4,7.8,11.3,4.9,VII,1.12,46.77451932,4.283024256,10.92090927,-94.33240543,45.00157961,322.88,26.047
NLA06608-1177,2.7,7.3,19.8,36.7,1.2,22.2,60.1,3.8,8.4,9.9,0,44.5,0,2.1,46.6,1.4,11.3,IX,0.02,51.5615065,0.173348374,297.4444196,-79.04177704,35.03251939,48.24,3.788
NLA06608-1179,1.5,0,17.1,19.2,0,8.9,28.1,40.3,0.3,15.9,0,31.8,0,6.7,38.5,16.6,0.4,VI,0.32,5.625694585,0.347829294,16.17372281,-88.12382987,42.28383032,238.86,212.712
NLA06608-1181,1.8,0.4,13,43.4,1.8,10.4,55.6,26.9,2,2.8,0,64.6,0,3.3,67.9,7.5,2.7,IX,0.08,19.28649704,0.207553885,92.92284286,-78.52879549,35.81387892,54.74,4.964
NLA06608-1183,12,38.7,0,22.7,15.1,16.4,54.2,0,0,0,19.9,32.1,20.1,5,57.2,0,0,II,1.7,1.225851977,0.109589336,11.18586919,-110.7617077,40.67877769,3277.17,0.173
NLA06608-1185,2.4,0,87.1,0.7,1.1,0,1.8,0,4.5,37.2,0,1.3,1.6,0,2.9,0,15.6,XII,0.22,38.78746926,2.768084358,14.012387,-82.77867302,27.84728979,1.25,121.45
NLA06608-1189,8,0,8.4,78,0,0.4,78.4,3.6,1.8,5.5,0,50.1,0,0,50.1,2.8,3.6,VIII,0.71,3.971235957,0.303530954,13.08346284,-74.67614714,41.70034673,438.73,17.192
NLA06608-1190,5.3,2.2,12.2,46.4,8.9,6.5,61.8,17.2,5,2.5,29.3,2.3,0.1,2.8,5.2,3,23.3,I,0.17,713.0708887,32.30277164,22.0746039,-123.3000758,44.08794072,115.1,5.56
NLA06608-1191,2.2,0.2,16.9,2.6,34.7,36,73.3,7.7,0.9,3.8,0,7,43.2,34.4,84.6,0.3,2.4,V,0.03,21.09878954,0.63030379,33.47400075,-97.8223278,30.00789769,194.9,21.08
NLA06608-1195,8.9,0,15.6,16.7,0.1,0.9,17.7,53.5,4.6,22.2,0,13.9,0.6,3.8,18.3,0.6,7.7,VI,0.88,16.17180275,1.29117075,12.52491411,-86.47388358,41.41506353,222.37,17.329
NLA06608-1198,10,0,3.2,38.7,0,5.9,44.6,34.9,2.7,2.6,0,19.2,0,8.2,27.4,29,3.1,VII,2.5,3.115241485,0.345398476,9.019268183,-95.84076097,46.41917873,405.95,6.745
NLA06608-1199,11.7,0,11.4,21.6,0,0.4,22,64.8,0.1,6.3,0,51,0,0.1,51.1,0,2.8,VI,0.51,50.20492541,0.727515429,69.00874319,-84.96745506,39.60633701,254.76,23.878
NLA06608-1204,30,0,5.2,76.8,0.5,1.6,78.9,10.5,0.4,13.9,0,32.6,0.2,0.7,33.5,2,3.2,XI,1.15,3769.317995,25.06867396,150.359688,-93.11174318,34.44592488,118.4,2.187
NLA06608-1206,2.2,0,4.1,46.2,0,0,46.2,0,44.3,10.3,0,24.5,0,0,24.5,0,42.4,VIII,0.47,1.798939236,0.118227692,15.21588729,-86.80571961,46.04071508,229.44,5.261
NLA06608-1207,7,0,5.4,16.8,0,2.3,19.1,68.4,3.9,14.9,0,40.6,0,0,40.6,3.7,0.3,VII,0.51,15.65093548,0.261330476,59.88943854,-92.56439548,45.31578279,286.83,6.786
NLA06608-1208,3.2,0,3.4,4.5,0.1,41.2,45.8,48.9,0.1,1.8,0,3.3,0,70.8,74.1,0,0,V,0.48,7.855245805,0.128529382,61.11634307,-97.16290101,38.75947482,372.63,34.035
NLA06608-1209,4.5,0,15.6,51.2,1.2,0.2,52.6,0.2,27.5,7.7,0,41,0,0,41,0,3.5,VIII,0.14,197.3240618,2.086935041,94.55208616,-75.52182529,41.09921102,494.21,20.125
NLA06608-1210,1.4,0.1,4.5,0.3,0,35.6,35.9,50.9,5.7,9.2,0,0,0,11.5,11.5,36.1,6.5,V,0.77,65.96180387,0.524948738,125.6538003,-101.5137215,47.86470218,621.61,81.173
NLA06608-1217,1,0,0,79.1,15.1,2.1,96.3,0.1,1.6,0,0,1.2,0,2.7,3.9,0.8,4.9,II,0.06,254.020112,1.945544583,130.5650429,-117.3323799,48.27375687,619.78,0.384
NLA06608-1219,2.2,0,2.9,0,0,59.1,59.1,22.8,4.6,0.7,0,0,0,13.9,13.9,0,5.7,V,0.75,90.22211516,1.431940326,63.00689597,-99.45309149,47.0508466,530.42,26.482
NLA06608-1220,2.2,0,2.4,77.9,0.9,10.2,89,2.9,0.8,0.8,0,57.7,1.3,0.9,59.9,1.4,3.3,IX,0.16,11.46526755,0.567236102,20.21251382,-88.31948013,35.67385009,131.98,2.366
NLA06608-1222,6.5,0.3,56.8,17.5,0,0.1,17.6,0.6,2.9,62.1,0,4.8,0,0,4.8,0,2.4,XIV,1.03,16.05111031,0.184459989,87.01675847,-70.3351834,41.65548495,9.79,27.529
NLA06608-1223,1.8,0,7.2,0,0,9.8,9.8,36.2,17.5,2.4,0,0,0,5.9,5.9,0,24.1,VI,0.76,2.256445349,0.150631031,14.97995024,-93.46829619,43.37516208,380.39,18.335
NLA06608-1224,5.5,0,29.9,2.5,0,11.9,14.4,4,0,1.6,0,24.9,0,16.1,41,4.8,0,V,1.18,1.390126518,0.69980567,1.986446492,-96.10401913,33.16058732,155.46,6.619
NLA06608-1227,6.3,0,16,0,0,0,0,7.8,0,21.6,0,1.5,0,0,1.5,17.3,0,VI,1.2,0.193062762,0.127423131,1.515131205,-86.00305553,40.49021653,253.44,19.865
NLA06608-1232,8.1,0,0,16.4,0,0,16.4,66.2,0,8.5,0,13.2,0,0,13.2,52.9,0,IX,2.63,0.57868408,0.136471544,4.240327786,-91.00152146,39.29721636,206.81,5.927
NLA06608-1236,1.9,0,0,4.6,5.3,67.9,77.8,0,1.3,0,0,7.2,1.8,55.4,64.4,0,3.7,III,0.62,0.845246823,0.18493556,4.57049376,-105.1611962,35.55992713,1980.04,5.854
NLA06608-1238,18.6,0,5.5,60.4,1.5,0.7,62.6,3,4.4,3.5,0,22.1,0.4,0,22.5,0.7,2.6,VIII,2.46,25.33869649,5.370270384,4.718327883,-70.52697713,44.04280484,129.68,8.581
NLA06608-1239,3,0,3.8,18.8,4.7,4,27.5,29.1,13.5,2.3,0,16.5,6.3,0.9,23.7,26.3,12.5,VII,0.91,3.411792422,0.726804402,4.694237422,-94.95289584,45.23854717,361.19,33.788
NLA06608-1240,6.7,0,1.2,46.3,0,37.7,84,13.7,0,0,0,53.7,0,30.6,84.3,0.4,0,IX,0.32,30.26532776,0.38133885,79.36597008,-96.50308213,34.52419902,214.01,1.405
NLA06608-1241,7.5,0.1,10.9,48.1,1.8,3.6,53.5,32.7,0.5,3.7,0.1,47.9,0.9,4.6,53.4,12,1.2,IX,0.22,175.074472,2.805817178,62.39696348,-79.31994397,36.11835531,161.97,3.789
NLA06608-1242,7.1,0.2,12.7,37.6,5.4,0,43,33.3,2,12.1,0,42.1,6.6,0,48.7,6.8,3.8,VII,2.19,2.564812633,0.211936439,12.10180111,-87.97829791,43.80794846,269.46,36.915
NLA06608-1243,13.4,0,9.3,6.5,2.4,1,9.9,59.6,16.7,1,0,1.6,0.2,1.7,3.5,10.1,52.3,VII,0.36,348.7001849,0.862795263,404.1517146,-85.4335164,41.49584791,270.12,40.224
NLA06608-1244,2.1,0,2.2,0.3,0,78.2,78.5,0,11.8,0,0,0,0,24.3,24.3,0,25,IV,0.73,42.23177747,1.588522664,26.5855681,-100.4927777,42.56509972,872.35,2.884
NLA06608-1245,1.5,0,1,1,0,0.4,1.4,0,41.1,1.3,0,3.2,0,0.2,3.4,0,25.3,XIV,0.23,6.805604872,3.82939341,1.777201803,-77.102743,34.93328103,11.04,5.302
NLA06608-1255,1.1,0,3.3,0.2,0.5,19,19.7,73.8,1.8,2.1,0,0.1,0,0,0.1,42,1.7,VI,0.45,858.142262,0.45736867,1876.25939,-98.76204738,45.29000323,409.3,413.313
NLA06608-1256,4,0,4.6,0.1,0,93.9,94,0.3,0,0,0,3.9,0,75,78.9,2.4,0,IV,0.15,12.07280743,0.161022172,74.97605628,-96.31123963,38.12541781,391.96,17.719
NLA06608-1258,1.5,4.1,8.5,3.5,0.3,0,3.8,67.2,2.3,6.1,10.3,6.4,0.7,0,7.1,32.4,8.6,VII,0.36,1.954359419,0.300213479,6.509898974,-85.47563891,43.15032025,269.27,6.549
NLA06608-1259,9.5,6.7,0,37.9,0,43.8,81.7,0,3.8,0,0,57.7,0,12.9,70.6,0,7.3,II,0.27,2.305341056,0.16540525,13.93753255,-106.250251,41.37196888,3210.57,0.05
NLA06608-1261,1.1,0.4,0.6,27.5,65.6,3.6,96.7,1.5,0.7,0,0.4,0,25.5,0.1,25.6,0.6,71.4,III,0.13,2181.751931,2.762346208,789.8184249,-115.1046656,38.38375695,1570.27,40.27
NLA06608-1262,4.2,0,3.5,43.4,6.8,1.8,52,28,13.6,2.8,0,42.8,0.8,1,44.6,1.2,9,VIII,0.37,142.4036846,2.523000582,56.44219253,-94.32426564,46.56718218,372.34,4.296
NLA06608-1263,7.4,0.1,9.4,39.3,0.6,1.4,41.3,46.3,0.1,5.3,0,38.9,1,1.4,41.3,30.4,0.7,IX,0.46,20.78357605,0.543148502,38.26499746,-84.64320588,38.79221156,232.26,33.411
NLA06608-1266,1.5,0,0,0,97.5,0.1,97.6,0,2,0,0,0,66.2,0,66.2,0,27.8,III,0.88,9.595702356,0.137561785,69.75558187,-119.9976109,42.11998183,1752.34,0.783
NLA06608-1268,7.6,0,7,19.4,0,10.4,29.8,57.6,0.1,1,0,44.7,0,4.5,49.2,14.2,0.7,VI,0.5,13.55087388,0.50171009,27.00937085,-92.46019565,41.47720752,238.83,12.712
NLA06608-1269,3.9,0,72.6,0,0,0,0,0,1.2,77.3,0,0,0,0,0,0,0.9,I,1.35,0.683333349,0.213691263,3.197759887,-121.5362609,38.50785067,3.21,38.463
NLA06608-1270,5.8,5.8,0,17.7,28,40.1,85.8,0,0.3,0,0.4,4.6,53.2,1.4,59.2,0,4.1,III,0.14,244.5866903,0.7483442,326.8371564,-109.3834683,43.35530141,1975,0.479
NLA06608-1271,1.7,0.2,7.1,5,0.8,21.6,27.4,45.9,4.9,7,0,10.4,0.5,16.4,27.3,20.8,4.4,VI,0.55,1.58049867,0.206734633,7.645059984,-95.17278405,43.4613315,437.09,28.301
NLA06608-1273,2.2,0,82.8,12.5,0.4,0,12.9,0,1.2,77.2,0,1.6,0,0,1.6,0,5.6,IX,0.08,5.182621152,0.326834714,15.85700946,-74.25538694,40.93548087,55.92,69.954
NLA06608-1274,7.6,0,0.8,70.9,0.7,0,71.6,0,1,0.5,0,55.3,0,0,55.3,0,2.6,VIII,1.65,1.967806707,0.537635467,3.66011327,-90.34231242,47.91515143,592.67,0.279
NLA06608-1278,11.5,0,4.3,0.6,0,7.6,8.2,68.7,9.8,1.4,0,0.3,0,0.2,0.5,0.4,0.5,VI,2.22,7606.983636,199.9428201,38.04579545,-98.89293534,48.01890447,434.35,148.471
NLA06608-1279,3.4,0,0,93.5,0,2.3,95.8,0.1,3.1,0,0,54.6,0,2.7,57.3,1,22.8,II,0.26,8.662898514,0.144621332,59.9005582,-106.8487839,36.03990354,2868.2,0.452
NLA06608-1281,9.5,0,0,82.5,9.4,0,91.9,0,0.1,0,0,77.2,2.1,0,79.3,0,1.5,II,1.58,0.783919013,0.062332099,12.57648989,-116.1556177,48.13500634,839,0.295
NLA06608-1283,5.5,0,5.9,19.4,0.5,8.6,28.5,57.2,7.9,0.6,0,19.8,2.9,24.6,47.3,13,25.9,VII,0.52,14.43389199,0.071423495,202.0888503,-93.27559075,45.88816389,300.96,4.717
NLA06608-1284,48.5,1.8,0.8,56,27,8.3,91.3,3.4,1.8,0.7,0,10.6,33.5,0.5,44.6,0.7,1.9,II,1.59,8306.973485,62.23081149,133.4865043,-107.4638244,36.82323361,1855,2.106
NLA06608-1288,10,0.1,4.9,70.4,1,5.4,76.8,13.6,2.6,0.9,0,12.3,0,0.4,12.7,0.7,10.3,IX,0.15,10687.12312,104.8847613,101.8939547,-94.00429471,33.7202532,80.44,3.069
NLA06608-1292,8.8,0,20.1,16.6,0.1,12.3,29,43.4,0.3,44.2,0,1.7,0,0,1.7,12.3,0.3,IX,0.68,18.31326894,1.019459965,17.96369604,-95.7860147,39.00193733,350.58,12.323
NLA06608-1295,1.2,0,26.5,0,64,0,64,1.2,0.5,12,0,0,21.4,0,21.4,1,2.2,III,0.1,8.601304985,0.111986091,76.80690439,-107.2214132,33.15857155,1296.36,316.02
NLA06608-1297,4.2,0,1.3,0,71.7,0.3,72,19.2,0.7,0,0,0,36,0.2,36.2,0,6.5,III,0.49,39.49117151,2.192839274,18.00915004,-119.6483226,46.69346715,149.07,9.183
NLA06608-1300,30,0.1,0.6,32.6,12.1,52.7,97.4,0.7,0.9,0.2,0,0,23.2,8.6,31.8,0,6.7,IV,2.91,15896.43466,35.50868052,447.677425,-104.225471,35.50355494,1280.5,16.846
NLA06608-1303,2.8,0,4.8,8.8,2.3,1.9,13,69.2,4.5,9.1,0,13.2,3,0.6,16.8,8.6,1.3,VII,0.56,377.1465242,3.498161313,107.812788,-93.52895007,44.23115242,304.59,21.883
NLA06608-1312,6.5,0,16.8,72.7,0,2.3,75,1,0,22.8,0,50.7,0,0.7,51.4,4.7,0,XI,1.08,2.705403265,0.205301973,13.17767786,-91.05983943,38.09909757,256.36,2.327
NLA06608-1316,1.5,0,6,49.5,0,5.4,54.9,37,0,0.3,0,69.2,0,1.2,70.4,10.6,0.3,IX,0.26,19.27078792,0.690338746,27.91497367,-87.45542965,36.92159955,176.78,7.741
NLA06608-1319,3,0,4.2,0.4,0,32.8,33.2,43.7,6.9,0,0,0,0,7.1,7.1,0.4,0.4,VI,1.38,22.64341503,0.618102689,36.63374296,-97.52639653,45.11768598,531.23,35.751
NLA06608-1321,27,1.6,1.4,60.5,24.6,10.6,95.7,0,0.1,4.2,1.1,5.3,23.7,0,29,0.2,0.4,II,0.4,380.6071469,4.717497226,80.6798878,-111.2808196,39.29458754,2131,2.01
NLA06608-1323,21.5,0.5,9.5,63.2,3.2,4.2,70.6,16.1,1.2,4.7,0,35.5,3,0.9,39.4,5.1,1,IX,0.4,26089.93371,23.22224572,1123.488832,-86.38310821,32.75598701,75.03,6.31
NLA06608-1326,2.4,0,8.1,29,0.2,6.1,35.3,33.9,0.3,8.9,0,25.2,0.4,6.5,32.1,6.8,2.5,VII,1.12,2.534843976,0.543698294,4.662225363,-95.74771639,46.70133763,415.2,1.863
NLA06608-1329,3.4,3.1,0,48.4,27.2,15.9,91.5,0,0.5,0,17,39,10.1,3.1,52.2,0,2.7,II,0.24,17.88346742,1.481473824,12.0714029,-116.1697398,45.06812814,1939.1,0.13
NLA06608-1332,1.5,0,4.6,50.4,0,3.3,53.7,41.2,0,0,0,75.6,0.4,0.4,76.4,16.5,0,IX,0.12,60.723858,0.202213207,300.2962017,-87.20570041,36.98625493,134.72,5.969
NLA06608-1333,14.9,0,0.7,88.5,0,0,88.5,0,1.4,2.3,0,66.6,0,0,66.6,0.6,4.1,VIII,0.45,1.736529263,0.166406661,10.43545524,-73.59007456,43.4546224,279.34,0.587
NLA06608-1334,15.5,0.4,7.2,52.6,1.7,9.8,64.1,10,12.2,6.4,0,4.5,0.2,0.9,5.6,1.3,17.3,VIII,0.33,266.3855698,13.96209943,19.07919157,-84.80370819,45.41454518,181.95,7.951
NLA06608-1336,2.3,0,4,12.7,0,69.3,82,13.1,0,0,0,49.6,0,30.7,80.3,0,0,V,0.09,11.34637365,0.095190153,119.1969263,-96.82324072,36.38727183,277.48,7.039
NLA06608-1338,1.4,3.5,0.7,0.8,8.8,60,69.6,25.3,0.4,0,35.1,0,0.7,47.8,48.5,0,6.5,IV,0.11,126.1623881,2.179717107,57.88016605,-109.1798402,46.01155947,1216.38,367.683
NLA06608-1339,7.5,0.1,11.1,0.5,0,1.8,2.3,78.3,2.8,1.9,0,0.7,0,2.2,2.9,48.2,4.3,V,1,30.91996607,0.724962357,42.65044353,-104.9523623,40.22292361,1487.14,52.682
NLA06608-1342,3.7,3.2,1.1,76,4.7,0.7,81.4,0.3,7,0,0,65.7,0.1,0,65.8,0,0.6,VIII,0.22,251.2445273,0.309200199,812.5626313,-92.04084194,47.74255874,444.62,0.192
NLA06608-1344,2.5,0,0,0,7.4,49.6,57,0,0,0,0,0,5.1,69.9,75,0,0,V,1.35,0.203767732,0.083033502,2.45404237,-112.5192316,48.39247752,1187,1.364
NLA06608-1346,5,0.3,29.4,53.5,0,0,53.5,4.5,0.2,31.9,0,19.3,0,0,19.3,5.6,0.7,XI,0.33,4.874138008,0.608871907,8.005194446,-79.49911328,39.46919944,782.59,3.203
NLA06608-1347,5.8,0.1,2.4,82.4,6.2,0,88.6,1.2,2.1,0.7,0,62.3,2.1,0,64.4,0,0.8,VIII,0.6,7.203736353,0.39886819,18.06044336,-92.0010507,47.06936125,428.28,2.42
NLA06608-1348,38.5,0.1,6.1,62.3,0.4,0.5,63.2,28.9,0.1,3.1,2.3,41.8,1.3,2,45.1,8.1,0,XI,0.69,1820.246989,31.21566699,58.31196846,-81.99701482,36.57979268,526.88,7.398
NLA06608-1349,3.1,0,67.8,1.4,0,0,1.4,0,17.6,32.8,0,1.9,0,0,1.9,0,29.1,XII,0.33,4.001890798,0.391527203,10.22123308,-81.35534067,28.63214331,19.8,28.519
NLA06608-1354,50.2,1.6,0.9,13.1,50.6,27.6,91.3,3.9,1.7,0.3,2.3,8,27.3,11.1,46.4,0.3,26.2,IV,1.53,50812.88323,52.53904341,967.1451921,-108.1327104,45.18177616,1109,7.271
NLA06608-1355,26,0,15,16,0.2,0.9,17.1,42.6,4,12.9,0,3.5,0.1,0,3.6,2.2,1.2,VII,2.22,35.78953036,7.449768845,4.804112866,-86.40554386,41.2045164,223.18,24.626
NLA06608-1356,3.7,0,4.2,64.4,2.4,22.1,88.9,0.1,0.8,11.1,0,51.8,1.2,5.6,58.6,7.7,3.4,XI,0.22,1.334978619,0.088241245,15.12873735,-94.97046064,35.52043358,174.34,1.742
NLA06608-1358,7,0,3,61.9,0.1,0.1,62.1,0,21.7,2.7,0,9.3,0.1,0,9.4,0,3.2,VIII,0.23,419.121157,52.80382652,7.937325467,-89.57932002,46.47136195,395,3.392
NLA06608-1359,4,0,6.8,21.1,0,1.2,22.3,62.7,0.3,11.5,0,29.7,0,0,29.7,3.4,0.8,VI,0.3,21.92699903,1.526624672,14.36305821,-83.96549218,40.18853553,325.75,10.873
NLA06608-1360,12,0,3.7,0.1,0,25.8,25.9,69.9,0.1,6.1,2,0,0,33.2,33.2,0,17.4,V,1.52,2841.33135,6.518239396,435.9047248,-101.5543964,40.43031936,948.55,3.074
NLA06608-1364,2.4,0,4.5,41.2,6.3,1.7,49.2,41.6,0,8.6,0,43.5,1.4,0.2,45.1,26.6,0,IX,0.14,2.37450099,0.124237529,19.11259029,-86.3816758,35.37133652,266.37,2.615
NLA06608-1365,5.7,0.1,5.5,39.2,12,0.7,51.9,35.1,6.6,14.6,0.2,7,6.3,0.8,14.1,17.5,6.9,VII,0.11,112.8714613,0.87909661,128.3948317,-76.06888458,42.97430171,347.24,29.117
NLA06608-1367,1,0,2.7,0.3,0,50.4,50.7,29.2,4.3,0.1,0,0,0,21.4,21.4,22.1,9.5,VI,0.34,6.085598706,0.55192611,11.02611128,-96.61488782,44.82453402,510.14,7.563
NLA06608-1368,1.3,0,6.2,0,0,15.6,15.6,0,0,17.3,0,4.2,0,7.7,11.9,0,0.8,IX,0.33,0.128149939,0.109326157,1.172180039,-96.77580307,33.73044411,188.09,125.011
NLA06608-1369,5.8,0,35.9,34.8,1.2,1.8,37.8,21.3,2.2,2,0,35.4,0.1,0.6,36.1,2.8,0,IX,0.14,180.9938097,1.633516829,110.8000888,-79.8531667,36.15830485,226.2,4.556
NLA06608-1370,6,0.8,9.2,7,1.6,11.8,20.4,52.8,14.4,4.4,0,12.5,0,0,12.5,24.4,25.4,VII,0.41,7.048458922,0.153344571,45.96484164,-86.4262233,43.70497197,202.9,15.142
NLA06608-1372,9.9,0,4.8,3.2,0.1,31.1,34.4,58.2,0,6.8,0,14.5,0,10.3,24.8,1.7,0,V,0.34,797.0600395,15.46242185,51.54820165,-98.49130804,35.19858711,408.86,7.802
NLA06608-1375,5.4,0,9.2,20.4,0.3,0.3,21,68.5,0.6,6.5,0,38.6,3.1,0.3,42,45.9,1.8,VI,0.73,270.0387287,1.737152983,155.4490199,-82.97903314,40.43821209,277.83,14.978
NLA06608-1376,7,0,4.2,84.3,2.2,1.2,87.7,6.5,0.3,6.6,0,35.5,1.2,1.7,38.4,10.5,2.3,XI,0.35,69.0529601,0.713252523,96.81418274,-90.92375999,37.93823147,257.54,2.413
