SITE_ID,DEPTHMAX,2007 catchment data.PCT_BARREN_BSN,2007 catchment data.PCT_DEVELOPED_BSN,2007 catchment data.PCT_FOREST_BSN,2007 catchment data.PCT_SHRUBLAND_BSN,2007 catchment data.PCT_GRASS_BSN,catchment_Forestall,2007 catchment data.PCT_AGRIC_BSN,2007 catchment data.PCT_WETLAND_BSN,2007 buffer data.PCT_DEVELOPED_BUFR,2007 buffer data.PCT_BARREN_BUFR,2007 buffer data.PCT_FOREST_BUFR,2007 buffer data.PCT_SHRUBLAND_BUFR,2007 buffer data.PCT_GRASS_BUFR,buffer_forest_all,2007 buffer data.PCT_AGRIC_BUFR,2007 buffer data.PCT_WETLAND_BUFR,NUT_REG,Residence time,Catchment Area (km2),Lake Area (Km2),Relative Catchment Size,LON_DD,LAT_DD,ELEV_PT,Table1.CL_PPM
NLA06608-0001,8.3,19.1,0,41.9,7.5,0.1,49.5,0,0,0,2.6,35.1,10.8,0,45.9,0,0,II,0.77,3.757720078,0.662930555,5.66834648,-114.0218399,48.97902855,1605.73,0.05
NLA06608-0002,2.3,0,1,59.9,1.6,4.5,66,0.3,32.8,0,0,31.1,0.7,5.3,37.1,0,62.9,XIV,0.26,2.290436081,0.144379981,15.86394502,-79.98379054,33.03606404,4.9,6.311
NLA06608-0003,2.5,0.5,11.3,10.3,27.1,4.9,42.3,44.1,0.4,5.9,0,55.7,23.5,0,79.2,0,1,X,0.17,4.837379808,0.057017366,84.84046436,-97.85986605,28.04774206,17.6,173.337
NLA06608-0004,6.3,0,0.4,37,50.1,1.1,88.2,1.7,1.8,0,0,19.3,53,0.8,73.1,2.2,2.8,II,1.05,4.702661694,0.653863092,7.192119805,-108.4045832,37.41662013,2213,1.802
NLA06608-0005,6.1,0.6,0,46.6,11.6,33.6,91.8,0,2.2,0,0,35.8,12,7.2,55,0,12.5,II,0.48,87.07638265,0.194876125,446.8294033,-114.8403862,43.92920926,2138,0.262
NLA06608-0006,25.3,0,6,68.3,0.6,0,68.9,18.6,1.3,2.9,0,54,0.8,0,54.8,5.1,0,XIV,0.16,23.08342257,0.561997482,41.07388967,-73.1465177,41.68314624,198.75,7.318
NLA06608-0007,19.2,0,3.3,63.8,0.1,1,64.9,10.3,12.3,5.6,0,52.8,0,0.6,53.4,12.6,3.1,VII,5.82,9.127280415,0.254747633,35.8287153,-92.04001797,45.58064546,390.86,1.45
NLA06608-0008,5.5,0.1,7.2,34.6,0.2,7.5,42.3,41.8,0.9,6.2,0,50.4,0,2.5,52.9,1.9,4.8,VI,0.79,13.32280668,0.487370362,27.33610354,-93.59040488,41.29211104,261.56,10.129
NLA06608-0010,11.8,0,53.8,20.8,0,1.7,22.5,3.2,9.8,30.3,0,21,0,0,21,0.1,11,VII,1.69,2.93251514,0.300373324,9.762901382,-83.50588771,42.61823014,284.65,128.635
NLA06608-0012,3.5,0,4.9,13.4,0,61.1,74.5,17.8,0,7.6,0,24.7,0,21.8,46.5,2.6,0,V,0.07,83.21774471,1.776575126,46.8416694,-96.87178731,35.99078823,255.6,8.369
NLA06608-0013,2.3,4.3,18.7,46.3,0,0,46.3,10.9,18.9,38.5,0.1,16.9,0,0,16.9,1.5,33.8,XIV,0,93.76924728,0.371402558,252.473348,-74.56255123,39.97428032,15.44,7.836
NLA06608-0014,1.7,0,5,0,0,21.8,21.8,50.4,13.7,6.3,0,0,0,16.7,16.7,5.9,24.3,VI,0.93,7.066625128,0.128095286,55.16694133,-100.5756807,47.83492738,498.4,463.285
NLA06608-0015,7,1,1.6,29.8,44.7,18.8,93.3,2.3,1.3,6.9,0.1,0,36.5,0,36.5,12.5,0.5,III,0.21,68562.98157,1.739929805,39405.6021,-107.2747938,33.0071076,1275.36,53.344
NLA06608-0016,6.3,0.1,6.5,0.1,0,61.9,62,14.1,1.2,10.7,0,0.5,0,8.6,9.1,0.2,5.3,IV,1.58,42.28744418,6.410233086,6.596865295,-100.7797567,41.03025217,916,48.2
NLA06608-0019,1.2,0,3.1,0.1,1.3,52.7,54.1,28.9,1.6,2,0,0,0,50.5,50.5,1.9,1.5,V,0.19,91.69963217,1.033135279,88.75859148,-99.51185877,46.36688788,600.25,40.282
NLA06608-0020,14.9,0,4.5,24.9,0,0.7,25.6,64.5,0,1.6,0,56.8,0,2.5,59.3,8.6,0.1,VI,0.14,53.75406649,2.962001459,18.14788657,-87.81380832,39.40817838,184.92,7.745
NLA06608-0021,53,0.1,9,26.3,6.2,0.5,33,39.1,1.3,6.1,0,6.7,1.7,0.4,8.8,0.9,1,VII,2.88,241.6641707,42.26925272,5.717256756,-77.3095481,42.77191973,209.55,31.892
NLA06608-0023,3,0.3,74.1,4.7,7.9,2.3,14.9,0,1.3,20.2,1.7,14.8,24.4,10.2,49.4,0,6.8,IX,0.08,0.743655017,0.062072217,11.98048101,-97.745332,31.14849172,265.85,4.133
NLA06608-0024,12.9,0.1,10.9,23.3,8.9,0,32.2,39,12.4,7.3,0,11.5,2.8,0,14.3,2.3,6.7,IX,0.7,2170.026762,95.30145112,22.77013347,-95.48843409,32.1220497,105.13,19.446
NLA06608-0025,8,0,7.1,83.2,0.5,0.7,84.4,5.7,0.1,5.3,0,68.8,0,0.2,69,3.3,1.6,IX,0.42,6.838269982,0.114812351,59.56040376,-81.34573084,35.20132137,245.48,3.661
NLA06608-0029,1.7,0.5,10,20.7,0,0,20.7,62.7,3.1,20.1,0.3,21.4,0,0,21.4,23.1,15.5,XIV,0.06,18.7698932,0.731003742,25.67687704,-75.21503793,38.75601051,1.87,17.338
NLA06608-0031,4.9,0,8.3,61.2,0,1.2,62.4,27.5,0.1,7.3,0,61,0,0,61,14.9,0.8,XI,0.06,12.16141233,0.242495358,50.15111394,-81.51745185,39.77645357,241.93,8.729
NLA06608-0033,1.4,0,4.6,59.3,17,2.7,79,0,16.3,5,0,33.9,3.3,0,37.2,0,57.9,II,0.15,5.519077524,0.151644835,36.39476098,-121.2990598,47.31108363,732.43,0.767
NLA06608-0036,5,0,0,94.4,0,0,94.4,0,0,0,0,86.9,0,0,86.9,0,0,IX,0.4,1.224605698,0.120276054,10.18162516,-88.32737922,37.47735404,113.39,0.377
NLA06608-0037,13,0,6.7,69,0.7,0.2,69.9,12.1,3.7,14.3,0,22.8,0.3,0.3,23.4,5.4,0.5,VIII,0.18,37.25673266,2.36955581,15.72308721,-73.36398551,41.69699293,211.27,9.949
NLA06608-0038,11.3,0.1,5.1,74.3,2.8,0.2,77.3,1.8,3.9,7.9,1,10.2,3.9,0.9,15,1.6,2.2,VIII,1.61,25.86530737,2.206478779,11.7224365,-71.86971736,44.79759122,358.73,4.228
NLA06608-0041,43,1.1,4.5,89.7,0,0.1,89.8,3.5,0.1,3.8,0.6,51.6,0,2.4,54,0.6,0.8,XI,1.47,2083.774493,10.71509332,194.4709608,-80.85405519,38.22694093,501.84,2.065
NLA06608-0042,13.6,0.6,0,51,12.3,33.2,96.5,0,0.1,0,14.8,40,5.5,17,62.5,0,0,II,0.64,87.79963746,0.777184868,112.9713677,-107.0403753,44.45823517,2626,0.178
NLA06608-0043,16.5,0,7.6,5.3,2.1,1.2,8.6,59.4,18.9,12.8,0,2.6,2.9,1.8,7.3,18.1,33.8,VII,1.98,150.9026147,0.242471918,622.350893,-85.44424168,41.553395,273.03,18.784
NLA06608-0044,1.6,0,0.2,0.1,0,92.1,92.2,0,4.8,0,0,0,0,36.6,36.6,0,2.5,IV,0.4,202.3008717,2.198023543,92.03762732,-101.7024805,42.4048448,1097.9,1.326
NLA06608-0045,2.1,0.4,2.5,53.6,2.4,3.1,59.1,33.7,3.1,1.9,0,60.8,1.3,1,63.1,6.8,15.8,IX,0.04,42.17876613,0.288381982,146.2600605,-77.88986113,37.29320486,65.73,4.068
NLA06608-0048,3,0,12.4,13.3,0,0,13.3,42.2,19.2,4.1,0,13.7,0,0,13.7,50,17.8,X,0.56,0.452342891,0.056179483,8.05174535,-89.17572548,36.7872968,92.55,7.665
NLA06608-0049,3.7,0.2,0,61.6,11.8,24.4,97.8,0,0,0,0,78.2,1.9,3.8,83.9,0,0,II,0.12,4.044261315,0.128905475,31.37385216,-117.1533553,45.06232667,2107.88,0.468
NLA06608-0050,4.9,0,0,83.7,0,0,83.7,0,4.1,0,0,69.3,0,0,69.3,0,8.3,VIII,0.19,0.852790765,0.119790709,7.119005907,-71.80868659,43.44601793,196.17,0.596
NLA06608-0053,5.3,0.1,5.4,59.5,3.1,0.2,62.8,17.7,7.3,2.8,0,17.8,0.3,0,18.1,9.8,10,VII,0.11,3161.13308,4.709098,671.2820757,-73.43960723,43.55819295,28.85,10.622
NLA06608-0057,3.7,0,9.4,38.3,0.5,3,41.8,47.6,0.4,12.5,0,56.5,0.2,2.2,58.9,10.1,0,IX,0.23,134.9799567,0.530283936,254.5427978,-80.51686138,34.96189211,149.57,14.742
NLA06608-0061,15.3,0.2,0.4,12.7,84.8,1.7,99.2,0.1,0.1,0.1,0.1,0,15.2,0,15.2,0.1,0,III,1.11,11406.00514,5.723287327,1992.911501,-113.5793644,34.24558153,335,70.308
NLA06608-0062,2.7,0,2.6,0.1,0,52.6,52.7,20.6,3.6,0,0,0,0,4.7,4.7,8.7,0.6,V,1.28,8.152610299,0.542985616,15.01441301,-99.74629427,47.32067994,562.29,68.616
NLA06608-0064,2.5,0,0.9,0,0.4,25.4,25.8,72,0,0.7,0,0,0,35.8,35.8,35.4,0,V,0.9,14.74669434,0.252077914,58.50054099,-112.1680165,48.8940613,1208,76.679
NLA06608-0065,17.1,0,1.8,24.3,63.3,5.2,92.8,0.3,0.2,0,0,34.5,22.8,3.2,60.5,0,0,II,0.72,32.895357,0.895225888,36.74531472,-115.116608,48.96243381,766.43,0.392
NLA06608-0066,20.5,0.9,7.7,68.7,0,0,68.7,18.7,0.9,5.1,0,38.8,0,0,38.8,0.4,0,XI,0.31,1115.529064,10.94588775,101.9130736,-79.38081778,39.76851425,439.26,14.164
NLA06608-0068,18.6,30.1,0.5,51.5,0.1,14,65.6,0,1.9,0.8,0,37.7,0,9.3,47,0,7.4,II,0.57,35.27345254,0.500989694,70.40754124,-107.8853911,37.82447614,2959.6,0.338
NLA06608-0069,3.4,0,22.9,36.8,0.2,1.4,38.4,2.8,27.6,4.5,0,33.4,0.6,0,34,2.4,31.7,XII,0.39,3.872516657,0.244704468,15.82527973,-81.13759704,28.63735951,11.26,28.742
NLA06608-0071,5.3,0.1,5.5,3.5,0.1,0,3.6,65.1,11.4,7.9,0.1,7.5,0.1,0,7.6,29.6,15.2,X,0.9,28.86991168,4.602095294,6.273210317,-91.50916933,31.66683993,15.17,7.953
NLA06608-0072,5.7,0.2,1.3,16.3,25.7,39.9,81.9,12.9,2.4,0.9,0,13.8,25.6,32.8,72.2,6.4,0,IX,0.29,6.950936038,0.091270764,76.15731186,-98.40515204,32.23766222,429.56,10.301
NLA06608-0073,28,0,4.8,0,15.9,0,15.9,0,1.7,6.6,0.3,0,30.9,0,30.9,0.4,2.2,III,146.95,1.898455318,1.522446927,1.246976354,-118.878391,39.52477029,1216.87,6465.795
NLA06608-0076,9.2,0.1,6.5,9.8,0.3,0.8,10.9,74.4,1.9,5.1,0.5,15.6,0.6,1.3,17.5,21.9,4.4,IX,1.04,543.0103544,30.08068118,18.05179714,-94.49793062,39.41441295,264.36,9.964
NLA06608-0077,2.4,20,8.1,43.6,2.4,0,46,0.3,7.1,6.5,6.4,24.5,1,0,25.5,0,16.2,VIII,0.35,4.730565159,0.653283422,7.241214149,-74.53388264,40.92704692,238.18,34.931
NLA06608-0078,1.1,0,0.4,0,0,5.4,5.4,4.3,24.1,0,0,0,0,22.1,22.1,8.4,30.1,VI,0.61,0.257765278,0.150711676,1.710320559,-100.2942095,48.17781123,456.67,13.358
NLA06608-0079,47.8,5.1,0,44.3,0,40.2,84.5,0,7.1,0,0,43.5,0,2.1,45.6,0,3.5,II,1.22,52.55819801,1.309081557,40.1489103,-107.2317809,39.98585506,2934,0.186
NLA06608-0080,3,0,3.5,0.5,0,0,0.5,70.9,8,3.9,0,0.5,0,0,0.5,36.8,18.5,X,0.26,4.657475601,0.797977042,5.836603506,-91.56105203,34.1200351,51.5,48.205
NLA06608-0081,8.5,0,8.9,77.9,1.8,0.8,80.5,0,3.3,9.5,0,53.4,5.2,0.5,59.1,0,8.4,II,0.65,1.272035634,0.100070393,12.7114084,-122.1241675,48.22612028,42.78,2.104
NLA06608-0083,2,0,2.3,0.1,0.3,45.6,46,33.7,2.3,1.8,0,0,0.4,30.2,30.6,0,0,V,0.54,17.25267257,0.483331063,35.6953523,-99.13645049,45.95096444,590.81,138.254
NLA06608-0085,1.6,0,1.1,0.4,48.1,49.4,97.9,0.6,0,2.2,0,0,28.3,23.1,51.4,32.5,0,III,0.5,100.5353618,0.334234477,300.7929125,-116.1414317,43.46045448,973.07,3.878
NLA06608-0086,14.2,0.3,25.7,35.5,7.7,3,46.2,21.9,5.3,20.5,0,24,1.9,1.9,27.8,2.4,9.6,I,0.29,153.7658083,1.013087296,151.779426,-122.4260347,45.61657075,55.6,3.344
NLA06608-0089,15,0.1,9.9,73.8,2.4,2.1,78.3,10,0.3,2.5,0,54.3,2.2,1.8,58.3,2,1.4,IX,0.19,2824.797602,8.792648891,321.2680999,-81.54174586,35.7733743,301.83,6.13
NLA06608-0090,7.8,0.4,0,31.3,60.8,2.8,94.9,0,0.4,0,0,21.9,52.7,12.6,87.2,0,1.4,II,0.88,1.401571063,0.085285109,16.43394819,-109.6534609,42.93075473,2812,0.335
NLA06608-0091,3.7,0,28.9,8.2,0.5,8.2,16.9,38.2,1.3,31.3,0,1,0.2,1.1,2.3,0,0,VI,0.16,21.32231577,3.055679078,6.977930347,-87.43213825,41.36944118,211.77,38.874
NLA06608-0099,18.8,0.1,9.3,23.9,2.2,1.1,27.2,47,8.5,6.9,0,22.1,0.8,0,22.9,1.8,6.3,VII,1.59,230.9719441,3.147521338,73.38216943,-88.45255303,43.09951588,262.37,47.539
NLA06608-0101,10.1,0,0.9,84.6,0.4,0,85,0.2,3.9,2.3,0,49.8,1.4,0,51.2,0,1.5,VIII,0.78,6.278542712,0.614148982,10.22315903,-73.48227989,42.02167966,532.8,0.516
NLA06608-0102,36.3,0,0.4,87,3.2,0,90.2,0.4,4,3.7,0,50.1,2.6,0,52.7,0.1,6.2,VIII,0.94,9.556730331,0.515524684,18.53787147,-70.72328312,44.50713663,330.37,0.765
NLA06608-0104,1.9,0,9.4,10.4,0,45.6,56,0.2,11.2,12.3,0,11.7,0,29.8,41.5,0,14.7,V,0.22,1.755339318,0.567937505,3.090726185,-98.26265148,37.65529355,479.33,10.961
NLA06608-0105,6,1.4,1.9,54.1,39.8,0.6,94.5,1.5,0.1,0.7,0.2,5.2,39.5,0.1,44.8,8.3,2.1,II,0.6,6161.318267,9.065113613,679.6735849,-112.2015025,38.2350209,1820,10.785
NLA06608-0107,4,0,5.8,3.5,0,0,3.5,51.9,17.4,5.9,0,2.4,0,0,2.4,27.1,35.7,VII,0.72,0.60777181,0.124208037,4.893176196,-85.08175821,41.65016117,300.77,5.907
NLA06608-0110,12.4,0,3,57.5,0.7,3.1,61.3,17.4,5.2,2.5,0,44.4,0,1.5,45.9,4.6,1.3,VIII,3.42,16.90688704,1.390508291,12.1587819,-95.72856324,46.86973364,437.86,3.32
NLA06608-0111,12.8,0,10.1,45.2,0.7,4.8,50.7,32.2,1,2.9,0.1,35,0.4,2.1,37.5,2.5,1,VII,0.32,206.2054153,10.64647066,19.3684294,-81.13692241,41.13540548,286.66,49.776
NLA06608-0112,9,0,7.1,12.8,0,0.2,13,75.5,0,10,0,36.2,0,1,37.2,15.3,0.3,IX,0.17,65.28761127,2.763794065,23.62245874,-89.14408234,39.01266111,160.22,9.926
NLA06608-0113,13.1,0,4.2,66,3.4,0.8,70.2,19.9,0.8,6.2,0,21.5,0.8,0,22.3,7,0.9,VIII,0.15,21.98941925,0.833522645,26.38130995,-72.23412171,44.71864202,396.91,1.182
NLA06608-0115,17,0,7.5,61,0,0,61,0,0,8.5,0,62.9,0,0.9,63.8,1.8,0,VII,2.84,0.186886143,0.067371558,2.773962018,-89.19099056,44.32355428,271.25,1.425
NLA06608-0116,25.8,0.9,1.1,42.5,30,18.6,91.1,3.8,2.6,1.9,0,5.7,33.1,0.4,39.2,1.5,0,II,1.09,28584.74559,4.062048459,7037.027224,-106.3013899,35.66653924,1625.22,5.218
NLA06608-0120,20.6,0.4,4.1,7.4,5.7,47.3,60.4,33.3,0.9,4.3,0,29.1,0,5.7,34.8,0.1,0.6,IX,0.3,186248.8974,102.5157227,1816.783733,-96.36834536,36.16292985,220.49,87.493
NLA06608-0124,1.1,0,0,0,0,74,74,0,4.7,0,0,0,0,17.7,17.7,0,17,IV,0.52,2.524872166,0.305325653,8.269439994,-101.8094915,42.14001905,1140.27,215.076
NLA06608-0126,2.5,0,2.6,1.9,0,2.1,4,75.8,1.1,0,0,0,0,3.7,3.7,32.1,4.1,V,0.95,1.156124467,0.115350092,10.02274421,-99.32424356,47.19305824,569.53,22.886
NLA06608-0127,5.2,0.1,2.1,0.4,80.2,15.9,96.5,0,0,2.3,0,1.7,42.3,20,64,0,0,II,1.55,22.69149827,0.358599305,63.27814347,-109.3063643,34.15364617,2106.3,12.241
NLA06608-0128,2.2,0.3,0.1,0,1.2,95.8,97,1.9,0.4,0,0,0,9,71.8,80.8,0,8.6,V,0.1,43.83681882,0.123779984,354.1511107,-109.2416928,48.75289143,787.37,5.067
NLA06608-0129,60.3,0,0,62.8,23.7,0.2,86.7,0,0.2,0,0,23.4,3.6,0.3,27.3,0,0.5,II,12.82,86.04145348,11.38974069,7.554294327,-114.5994561,48.21240982,1203,0.652
NLA06608-0130,9.7,0,0.4,9.4,87.4,0,96.8,0,0.8,0,0,0,81.5,0,81.5,0,5.4,III,0.43,6.30044589,0.204717688,30.77626536,-111.0870104,31.40138437,1168.89,5.438
NLA06608-0132,6,0.1,2.2,57.7,28,1,86.7,0,0,4.9,0.6,7.4,40.3,3.8,51.5,0,0,II,0.84,7.022659799,0.88380695,7.945920542,-109.0936327,36.20871918,2222,7.31
NLA06608-0134,19.8,0,11.6,52.8,0.2,0,53,1.2,0.5,11.2,0,35.4,0,0,35.4,0.7,0.2,VIII,2.35,2.959068286,0.999845728,2.959524858,-73.04056323,41.88000298,285.96,6.872
NLA06608-0137,34.2,30.9,0.4,13.4,44.9,7.4,65.7,0,0.3,11.2,0,20.7,17.7,0.8,39.2,0,0,III,0.33,78.04667787,1.160372371,67.26002775,-119.3636363,38.14855815,2163.46,0.153
NLA06608-0139,7.9,0,5.9,10.9,0.4,0.5,11.8,79.3,1.7,13.7,0,19.8,0,1.7,21.5,9.3,23.7,VII,0.22,84.20859888,0.946879691,88.93273314,-85.93794192,41.17205162,251.92,25.271
NLA06608-0140,1.7,0,5.6,4.5,0.1,2.5,7.1,85.1,0.5,12.2,0,13.3,0,7.2,20.5,35,8.7,VI,0.2,24.14758788,0.268643939,89.88696328,-95.45270584,39.639176,321.71,5.558
NLA06608-0141,1.6,0.6,2.6,12.8,0,0,12.8,75.2,6.5,1.7,0.7,12,0,0,12,38,25.8,XIV,0.05,24.37629557,0.654747939,37.23004552,-75.68870871,39.41622694,0,17.002
NLA06608-0142,16.8,0,5.4,54.5,0.5,0.6,55.6,0.1,15.7,7.4,0,30.2,0.5,0,30.7,0,8.3,VIII,2.49,68.55855434,1.308236981,52.4053022,-89.54369029,45.99791162,497.98,1.602
NLA06608-0144,12,0,1.4,1.4,12.9,44.1,58.4,39.3,0,0.1,0,1.3,8.8,42.1,52.2,10.2,0,V,1.05,623.4689363,7.061356995,88.29307692,-99.39138265,33.39525121,405.7,23.781
NLA06608-0148,7.3,0,4.3,73.2,0.5,1.1,74.8,12.2,0.1,8.8,0,55.3,0,0.8,56.1,7.7,0,VI,0.23,6.82085922,0.28966523,23.54738682,-86.1080157,39.34860511,236.08,11.634
NLA06608-0149,10.4,0,8,48.9,0,0,48.9,30.7,2.8,13.2,0,36.2,0,0,36.2,15.6,7.8,VII,1.11,1.62254867,0.139443979,11.63584603,-76.84081042,41.63340269,451.56,11.707
NLA06608-0150,18,0.1,6.2,62.2,1,0.4,63.6,11.6,12.8,3.5,0.3,15,0.2,0.1,15.3,0.8,10.4,VIII,0.36,481.0805497,18.87921908,25.48201531,-69.2311707,44.84955975,60.78,5.106
NLA06608-0152,8.7,0.1,3.1,26.1,0,55.3,81.4,8.8,0,1.9,0.1,13.9,0,12.6,26.5,0,0,IX,0.98,97.16930823,3.99558531,24.31916745,-97.68636485,34.59440722,328.06,35.531
NLA06608-0153,3.8,0.1,3.1,67.3,2.1,1.1,70.5,24.4,1.1,1.2,0,64,1.2,0.4,65.6,2.9,7.1,IX,0.13,36.50105968,0.342781304,106.4849782,-78.62538711,37.21418362,133.82,3.289
NLA06608-0155,8.1,0.1,40.7,13.5,0,9.6,23.1,29.8,0.5,38.7,0,7.2,0,1.4,8.6,0.8,0.9,VI,0.67,99.24636623,1.548023875,64.11165088,-88.12714851,42.37328848,223.92,157.085
NLA06608-0158,8.5,0,1.4,75.6,0,0.4,76,0,13.7,1.6,0,33.2,0,0,33.2,0,12.6,VIII,2.73,13.93053927,1.212290333,11.49109161,-91.24994528,45.88100581,401.01,2.311
NLA06608-0161,3.8,0.1,34.9,9.6,2.3,1.4,13.3,9.6,33.4,15.1,0,2.3,0.2,0.1,2.6,0,15.6,XII,0.4,168.6418248,10.13147687,16.64533483,-82.72114525,28.1024337,0.35,168.576
NLA06608-0162,2,0,3.5,79.3,0.9,0.3,80.5,2.8,7.8,0,0,14.4,0,0,14.4,3.8,29.7,VIII,0.26,12.36371041,0.533692112,23.16637277,-72.10321054,42.73356694,270.74,9.472
NLA06608-0167,1,0,4.3,5.4,0,0.9,6.3,54.5,4.7,3.8,0,8.6,0,1.5,10.1,26.9,7.9,VII,0.5,2.451289811,0.701956031,3.492084551,-94.03191284,44.9419591,302.17,338.262
NLA06608-0168,4.1,0,7.2,8.8,0,31.7,40.5,46.8,0.5,13.5,0,1.3,0,34.5,35.8,3.6,2.7,IX,0.3,7.578212645,0.240384212,31.52541751,-94.85392322,37.75822313,276.12,2.03
NLA06608-0169,11,0.2,1.1,57.7,38.4,1.9,98,0,0.3,5.4,0,13.4,48.5,0.3,62.2,0,1.1,II,0.63,200.439569,0.69824498,287.061955,-111.5318192,38.51725431,2435,2.668
NLA06608-0170,3.4,0,9.2,66,0.8,4.2,71,0.7,7.4,19.9,0,14.7,0.5,1.1,16.3,0,8.5,VIII,0.68,5.437270796,0.509227675,10.67748487,-86.10688883,43.9911006,214.91,7.161
NLA06608-0173,2.8,0,6.1,0,5.2,0,5.2,81.6,1.4,7.3,0,0,15.4,0,15.4,1,19.5,III,1.36,5.217192161,0.210445337,24.79119868,-115.5092281,33.07333126,0,536.409
NLA06608-0174,13.7,0.2,15.6,9.1,0,7.7,16.8,35.2,4.7,7.9,0,6.6,0,6.8,13.4,17.9,3.3,VII,5.38,2.769473992,0.685630212,4.039311488,-96.0363618,46.25212358,363.27,7.937
NLA06608-0175,6.6,0,20.8,5.6,0,0.3,5.9,69.7,0,57.1,0,4.5,0,0.9,5.4,4.2,0,VI,0.33,22.85294943,0.8248246,27.70643532,-84.68705386,39.68102041,311.68,20.337
NLA06608-0176,2.2,0,6.6,0.2,0,0,0.2,88,4.7,12.9,0,3.4,0,0,3.4,36.3,32.1,X,0.13,131.7394949,0.448817813,293.5255489,-90.45779851,35.14239477,58.08,7.336
NLA06608-0177,19,0,0,75.6,0,0,75.6,0,0,0,0,57.9,0.8,0,58.7,0,0,VIII,1.4,1.747456371,0.411261949,4.249010576,-73.05232335,43.89203643,384.73,0.498
NLA06608-0179,2,0,2.5,0,0,44.5,44.5,50,1.4,0,0,0,0,51.5,51.5,15.6,0.9,IV,0.66,46.21800441,0.105722349,437.1639946,-101.0545158,44.36456222,597.43,510.753
NLA06608-0180,4.3,0,5.5,0.4,26.6,53,80,11.4,0,3,0,1.2,18.4,24.5,44.1,6.5,0,V,0.18,148.4574939,4.164717949,35.64647011,-98.88132868,34.51894059,365.88,10.374
NLA06608-0181,40,0.1,2.6,32.3,48,0,80.3,0,0,7,0.2,7.5,29.2,0,36.7,0,0.6,III,18.59,6.922763768,1.188168936,5.826413701,-119.0740544,37.78861101,2323.16,5.329
NLA06608-0183,9,0,5.8,32.6,0.1,2,34.7,46.6,3.8,3.4,0,26.9,0,0.2,27.1,3.9,2.5,VII,1.08,282.2211557,5.775641342,48.8640376,-92.42496232,45.32624711,310.94,12.418
NLA06608-0184,2,0.1,30.4,1.8,0,0,1.8,63.7,0.5,0,0,1.3,0,0,1.3,66.6,0,IX,0.3,7.0104737,0.149525113,46.88492494,-94.74900513,38.83461964,303.84,31.694
NLA06608-0185,2.5,0.1,28.9,40.8,0.2,0.2,41.2,0.3,23,36.9,0,7.3,0,0,7.3,0.2,13,VIII,0.28,50.07087425,0.975710439,51.31735016,-75.45750462,41.11130456,533.22,26.931
NLA06608-0189,4.5,0,7.9,60.4,0,1.1,61.5,30.3,0,1.1,0,77.3,0,5.9,83.2,2.2,0,XI,0.18,74.34492021,0.143970978,516.3882419,-80.57939847,40.02942387,264.46,21.55
NLA06608-0190,6.2,0,0.6,76.6,0,0.7,77.3,0,0.3,0,0,77.3,0,0,77.3,0,0,VIII,2.98,1.704261913,0.065888031,25.86603192,-93.75949137,47.67254307,416,0.172
NLA06608-0191,44,0.1,2.1,94.3,0.6,0.1,95,0.3,0.1,2.2,1.1,54.7,1.2,0.6,56.5,2.2,0.1,XI,2.68,235.3584863,6.400317026,36.77294193,-83.66709127,35.16783478,916.56,0.919
NLA06608-0193,2,6.9,0.3,41.8,8.3,5.3,55.4,0,0.2,21.5,0.7,45.3,7.3,0.4,53,0,0.2,II,0,3009.15748,0.81434119,3695.204807,-121.1758404,48.70438576,268.82,0.496
NLA06608-0195,1.9,0,9,0,0,6.3,6.3,65.3,7.7,23.5,0,0,0,16.4,16.4,35.6,0.3,V,0.42,0.870105124,0.063059334,13.79819717,-99.08101063,46.89197546,570.45,13.654
NLA06608-0196,6.7,0,5.1,6.1,0,0.3,6.4,82.4,0,9.1,0,17.1,0,0.1,17.2,46.9,0,IX,0.28,8.366567048,0.522621923,16.00883292,-88.06164584,38.77692521,143.41,8.715
NLA06608-0198,7.2,0,24.8,40.8,1.6,0.8,43.2,1.9,4.7,16.1,0,21.3,0.6,0,21.9,5.6,3.3,XIV,1.42,22.4172634,0.650722492,34.44980568,-70.08954132,41.71307603,6.13,21.679
NLA06608-0201,18,0.4,0,68.3,27.5,0.3,96.1,0,0,0,0.2,28,20.4,2.1,50.5,0,0,II,0.37,122.3176,5.747259015,21.28277144,-120.4416484,39.11225012,1592.46,0.274
NLA06608-0203,49,0.3,5.5,62.4,9.1,7.5,79,13.1,1.4,1.2,0.2,61.9,4.4,1.7,68,1.1,1.9,XI,0.98,362.5791725,4.71993514,76.8186769,-87.31609868,34.00633269,155.33,2.209
NLA06608-0204,2.6,0.1,7.5,1.5,12.8,19.6,33.9,57.4,0.1,5,0,4,13,33,50,15.8,0.6,V,0.28,32.85654382,0.357705532,91.85360829,-99.24197456,35.43592446,547.83,19.306
NLA06608-0207,3.8,0,22.4,35.8,1.4,6.6,43.8,19.5,0,8.8,0,39.8,1.3,5.4,46.5,26.5,0,IX,0.89,0.513357765,0.073930869,6.943753968,-84.81807605,32.60301252,189.95,3.39
NLA06608-0208,3.9,0,2.1,0,0,0,0,14.2,9,4.7,0,0,0,0,0,12.6,25.8,X,1.28,1.258051753,0.958927123,1.311936771,-90.96329594,35.58384499,69.01,7.438
