lat ,long
41.22553211,-85.65005694
42.37792782,-86.04479965
38.07832575,-122.7433592
38.07832575,-122.7433592
42.51653009,-83.79679212
47.51724168,-116.5654143
37.69858857,-84.22950013
37.69858857,-84.22950013
34.53435079,-92.26882632
34.53435079,-92.26882632
41.37535097,-112.0897045
45.85351959,-99.256675
39.2161943,-76.85372655
46.55919455,-91.39356434
37.39088653,-99.78483802
41.57991404,-84.92317079
41.57991404,-84.92317079
40.0798358,-105.2171741
48.96610899,-109.7597298
48.24728982,-114.1209126
48.24728982,-114.1209126
41.92898525,-119.1790015
41.92898525,-119.1790015
44.78618159,-109.2581674
44.78618159,-109.2581674
34.95361555,-96.71815923
34.95361555,-96.71815923
33.32192301,-85.81071637
40.942526,-111.4050319
40.77952043,-110.4755592
36.40283746,-89.4221669
44.011243,-121.742747
44.011243,-121.742747
45.36960949,-96.2981533
48.57418374,-103.6650787
44.09983155,-111.4892567
35.87641312,-79.01276032
34.44998248,-108.768328
41.66101246,-111.9144171
42.20637168,-114.8788521
35.1098162,-81.98461692
41.43874241,-93.54970598
41.46944302,-93.9205438
30.43458497,-84.56553879
42.15782464,-122.6076343
44.76282381,-71.95376535
32.71181859,-91.70543665
29.09293313,-97.08741762
42.27144044,-109.4346462
39.68564758,-79.23041764
28.62012601,-81.62390666
32.5933156,-98.31780702
44.32793752,-97.11673425
36.95945142,-81.80846875
37.87140844,-93.28360934
33.29204144,-87.3913824
33.29204144,-87.3913824
46.42201675,-124.0356028
46.42201675,-124.0356028
34.42742317,-111.0867324
48.15395251,-117.3185295
47.40945996,-122.7841888
35.66711339,-105.2417642
41.28698824,-85.78290582
48.18768071,-116.5255832
40.04718141,-119.5715783
47.2749168,-100.3980476
40.06311139,-99.29220135
40.06311139,-99.29220135
38.64269726,-75.55096879
38.38378684,-98.48649105
36.27620301,-109.2032708
41.56342191,-71.48058008
41.56342191,-71.48058008
43.63193717,-124.1791887
40.17574563,-110.4823139
42.7469444,-72.83550844
34.37197397,-81.37812658
34.46148002,-89.68450516
47.12004952,-122.577182
28.09204922,-81.70722184
28.09204922,-81.70722184
44.39373075,-75.67976887
28.8388165,-81.26992474
40.36174467,-100.7041992
40.72381895,-109.183908
28.17018584,-81.83447199
29.20586378,-95.35804897
32.83672651,-96.71957959
41.32198742,-98.90067497
37.0434,-80.86760868
48.05490061,-106.4419746
37.90817585,-114.2671693
47.68287539,-112.4617662
31.31650271,-92.73712184
41.76432182,-98.65979155
47.91608833,-120.1596049
41.46499206,-112.3554705
32.28515417,-90.64279638
48.45099337,-114.3814277
40.72464699,-110.6389813
38.21375521,-87.11795032
32.24025447,-101.3133027
40.76439588,-122.2541896
33.7624784,-86.05315833
42.45261113,-100.6479949
45.24419324,-88.70016387
33.8704306,-80.82486419
41.5640181,-71.19558597
44.95572697,-71.71766789
45.69877035,-97.44011662
48.97086935,-112.0143481
43.17179588,-94.90593006
39.13365249,-78.59720705
41.73681985,-111.876971
33.39937114,-82.71281563
44.96411515,-116.4630194
44.96411515,-116.4630194
44.8826344,-99.74168521
39.39689961,-80.06568072
39.5724957,-112.6556818
41.07631805,-86.46293011
41.03542015,-96.83772744
45.92343498,-101.2672102
26.96218896,-80.86112023
26.96218896,-80.86112023
38.04946334,-111.6019686
40.80920901,-111.9979531
33.60760953,-112.2848192
48.45840044,-116.8242397
41.760611,-102.3176648
42.2470959,-101.9369011
40.20325452,-115.4793235
42.66981217,-94.4913936
39.499124,-98.3634546
33.46313824,-80.3893452
40.14319362,-107.117692
41.47708308,-112.192831
39.13192095,-77.1313764
40.11381761,-81.94254126
41.7876174,-102.5218866
46.95583484,-99.77322635
39.68897035,-75.63031311
41.89149766,-71.68263866
36.17599422,-104.8160803
35.55787898,-104.7635199
43.56495608,-121.9830847
48.83419438,-108.0100019
43.88512951,-99.13024146
36.79890899,-108.1040209
41.40223403,-71.66699895
41.48996086,-112.2775928
32.70588282,-108.406542
30.53687948,-92.44030014
48.84940875,-104.0593666
43.32606664,-73.81278904
33.46757924,-103.60606
32.81895014,-106.1004874
45.71082611,-97.4684742
36.11465874,-98.59889361
41.51313278,-119.0630003
41.05566632,-81.54576139
36.13002837,-109.0083284
37.35169484,-87.52614577
39.41887417,-79.36633479
40.17937905,-115.4813172
39.63888863,-86.84775262
43.49666793,-72.91829204
37.87500872,-87.75821841
35.67437636,-87.03244737
35.67437636,-87.03244737
38.8430819,-75.25899919
41.48115412,-85.34084746
45.51927745,-100.906435
34.72904176,-97.77302237
41.97856043,-119.7862536
39.18276026,-112.5439616
37.33610144,-86.15640465
35.49939033,-97.67805883
36.82300133,-96.04758798
33.28949519,-87.68596227
39.36035119,-111.9637079
41.50572851,-112.2538051
42.14582693,-76.49743796
33.91124585,-109.7317698
34.49007432,-96.98402642
33.84530018,-111.6185016
33.84530018,-111.6185016
36.7118285,-108.1531642
48.7562708,-116.0903859
48.7562708,-116.0903859
31.3826592,-92.72750943
39.62713514,-118.4674627
43.00984064,-109.5338453
34.49721809,-110.8247241
33.8293043,-109.090421
38.51997073,-75.51111717
40.59743375,-93.77118762
45.60448724,-103.6125348
33.43731387,-110.8395428
40.35563666,-109.8147574
45.55713177,-103.7166048
43.37342619,-86.14530228
41.76357405,-119.8871752
39.05604224,-82.69067345
39.63492427,-118.9331952
40.4581066,-111.4811121
41.62272558,-80.30498498
37.49589421,-114.2215993
36.06597592,-95.54797252
44.40802473,-68.26846793
45.65308983,-69.92693773
46.94446563,-68.87102341
46.13856683,-89.55280909
46.35302208,-69.0573662
45.34667189,-67.91202186
46.96580352,-68.85604358
44.36838057,-69.11599687
45.7539699,-69.07586512
43.02256679,-72.01641972
40.59285373,-115.3943332
37.35866948,-76.84210284
37.313394,-76.708333
37.97490526,-80.95380017
46.38091128,-88.72244848
46.08092364,-88.76960025
42.4792253,-92.38858001
37.10220721,-96.79578267
38.79133099,-95.97942873
38.12220448,-94.8915798
37.23385644,-96.18525789
37.72727909,-90.92263214
37.38849146,-91.26210909
